"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"152",3,2018,1300345920,6151680,222048000,41946642.5806452,6229440
"153",3,2019,6990105600,59097600,395712000,225487277.419355,196992000
"154",3,2020,1522454400,8726400,141696000,49111432.2580645,13305600
"155",3,2021,7618924800,59529600,476064000,245771767.741935,157248000
"156",3,2022,3110745600,10800000,249696000,100346632.258065,92448000
"157",4,1971,2175292800,21600000,345600000,72509760,45964800
"158",4,1972,1974240000,26611200,141696000,65808000,53654400
"159",4,1973,6469113600,43027200,535680000,215637120,140400000
"160",4,1974,2165184000,19440000,347328000,72172800,48600000
"161",4,1975,1975190400,22118400,287712000,65839680,53654400
"162",4,1976,634089600,6739200,77673600,21136320,16243200
"163",4,1977,1066348800,8035200,193536000,35544960,20044800
"164",4,1978,4869849600,16329600,1045440000,162328320,26352000
"165",4,1979,2521238400,29030400,374112000,84041280,52876800
"166",4,1980,2209248000,29376000,319680000,73641600,49161600
"167",4,1981,681523200,5702400,48297600,22717440,19785600
"168",4,1982,1236816000,23241600,125280000,41227200,32832000
"169",4,1983,6506006400,66787200,324864000,216866880,222480000
"170",4,1984,6703776000,89856000,384480000,223459200,211248000
"171",4,1985,365385600,5875200,31276800,12179520,11793600
"172",4,1986,374630400,5875200,18576000,12487680,13305600
"173",4,1987,3929558400,26956800,311904000,130985280,39355200
"174",4,1988,556934400,11491200,57974400,18564480,12096000
"175",4,1989,5290704000,16588800,367200000,176356800,125280000
"176",4,1990,4333910400,31190400,287712000,144463680,126576000
"177",4,1991,2040595200,15292800,318816000,68019840,27388800
"178",4,1992,892684800,10972800,142560000,29756160,14688000
"179",4,1993,6075388800,14688000,330912000,202512960,262656000
"180",4,1994,2641939200,15206400,315360000,88064640,29160000
"181",4,1995,305510400,8640000,14169600,10183680,9158400
"182",4,1996,1672012800,27043200,117504000,55733760,48772800
"183",4,1997,1356652800,14688000,203040000,45221760,15206400
"184",4,1998,6557500800,31017600,513216000,218583360,219456000
"185",4,1999,1637539200,15120000,271296000,54584640,31492800
"186",4,2000,2429308800,14515200,219456000,80976960,61473600
"187",4,2001,5416675200,18316800,306720000,180555840,174960000
"188",4,2002,416180160,6039360,18921600,13872672,13996800
"189",4,2003,9556185600,58838400,507168000,318539520,323568000
"190",4,2004,1169856000,16675200,84585600,38995200,32832000
"191",4,2005,1921449600,15120000,239328000,64048320,27432000
"192",4,2006,187021440,5927040,11491200,6234048,5952960
"193",4,2007,2442960000,13219200,237600000,81432000,32572800
"194",4,2008,1004304960,2514240,73440000,33476832,31492800
"195",4,2009,3347740800,18403200,254880000,111591360,59184000
"196",4,2010,1188950400,13824000,102816000,39631680,32054400
"197",4,2011,604281600,9417600,26179200,20142720,25963200
"198",4,2012,660960000,13737600,43804800,22032000,20347200
"199",4,2013,1482192000,15033600,98496000,49406400,52315200
"200",4,2014,3293049600,22291200,264384000,109768320,106704000
"201",4,2015,1460851200,11491200,217728000,48695040,29505600
"202",4,2016,861321600,16502400,61344000,28710720,20908800
"203",4,2017,917136000,10195200,120096000,30571200,28339200
"204",4,2018,3511468800,26352000,3.24e+08,117048960,73742400
"205",4,2019,5951664000,34646400,402624000,198388800,197856000
"206",4,2020,1623628800,9417600,115776000,54120960,45360000
"207",4,2021,2100297600,11750400,196128000,70009920,50328000
"208",4,2022,951350400,9590400,90720000,31711680,19958400
"209",5,1971,2314396800,13824000,338688000,74657961.2903226,23068800
"210",5,1972,4244400000,22377600,437184000,136916129.032258,78624000
"211",5,1973,2220566400,25488000,223776000,71631174.1935484,48988800
"212",5,1974,3251491200,20649600,343008000,104886812.903226,65664000
"213",5,1975,1275782400,17280000,203904000,41154270.9677419,27475200
"214",5,1976,397267200,5356800,28598400,12815070.9677419,10886400
"215",5,1977,299980800,3628800,38620800,9676800,8380800
"216",5,1978,7748006400,23673600,769824000,249935690.322581,206496000
"217",5,1979,2659219200,22809600,407808000,85781264.516129,40780800
"218",5,1980,2093817600,8208000,353376000,67542503.2258064,24192000
"219",5,1981,173836800,3801600,21600000,5607638.70967742,4838400
"220",5,1982,1012953600,6134400,125280000,32675922.5806452,18316800
"221",5,1983,3914956800,11923200,308448000,126288929.032258,95040000
"222",5,1984,1503273600,14774400,186624000,48492696.7741935,28598400
"223",5,1985,454204800,6134400,29116800,14651767.7419355,14601600
"224",5,1986,479779200,13219200,16588800,15476748.3870968,15465600
"225",5,1987,821318400,11404800,119232000,26494141.9354839,16243200
"226",5,1988,621561600,12960000,58147200,20050374.1935484,13564800
"227",5,1989,4876675200,11491200,456192000,157312103.225806,69379200
"228",5,1990,3534364800,15811200,266976000,114011767.741935,95904000
"229",5,1991,535680000,14515200,27302400,17280000,14774400
"230",5,1992,412905600,10972800,14947200,13319535.483871,13910400
"231",5,1993,726969600,14688000,64022400,23450632.2580645,15465600
"232",5,1994,395539200,9936000,14947200,12759329.0322581,12355200
"233",5,1995,294278400,8380800,15379200,9492851.61290323,8467200
"234",5,1996,1965945600,14515200,212544000,63417600,48211200
"235",5,1997,3221424000,11232000,273888000,103916903.225806,28771200
"236",5,1998,516931200,15292800,29894400,16675200,15552000
"237",5,1999,911174400,8380800,213408000,29392722.5806452,13824000
"238",5,2000,1266364800,13132800,175392000,40850477.4193548,28857600
"239",5,2001,475804800,12009600,17107200,15348541.9354839,16070400
"240",5,2002,397785600,9072000,19440000,12831793.5483871,13046400
"241",5,2003,3678220800,16588800,348192000,118652283.870968,55468800
"242",5,2004,437443200,9244800,25488000,14111070.9677419,11923200
"243",5,2005,353635200,10627200,15120000,11407587.0967742,10800000
"244",5,2006,342057600,8726400,11491200,11034116.1290323,11059200
"245",5,2007,521769600,10972800,29635200,16831277.4193548,14342400
"246",5,2008,1077105600,8087040,67305600,34745341.9354839,26956800
"247",5,2009,300326400,8812800,13824000,9687948.38709677,9072000
"248",5,2010,1120348800,9072000,140832000,36140283.8709677,9590400
"249",5,2011,737164800,12873600,26092800,23779509.6774194,25920000
"250",5,2012,1128384000,14774400,87264000,36399483.8709677,29376000
"251",5,2013,2865542400,12355200,225504000,92436851.6129032,60912000
"252",5,2014,3850675200,19440000,241056000,124215329.032258,102816000
"253",5,2015,637372800,10281600,61516800,20560412.9032258,13478400
"254",5,2016,1954463040,8061120,167616000,63047194.8387097,58924800
"255",5,2017,8462016000,34387200,500256000,272968258.064516,298080000
"256",5,2018,2734560000,21945600,327456000,88211612.9032258,48038400
"257",5,2019,770774400,8458560,108864000,24863690.3225806,13046400
"258",5,2020,4083609600,9676800,343872000,131729341.935484,89856000
"259",5,2021,392774400,9072000,19267200,12670141.9354839,12009600
"260",5,2022,1304130240,7525440,207360000,42068717.4193548,9417600
"261",6,1970,36374400,5875200,15638400,9093600,7430400
"262",6,1971,1083283200,7344000,345600000,36109440,18489600
"263",6,1972,2623795200,7776000,470016000,87459840,23544000
"264",6,1973,2198016000,14860800,655776000,73267200,23544000
"265",6,1974,815443200,8553600,95040000,27181440,18360000
"266",6,1975,447897600,5356800,41472000,14929920,12139200
"267",6,1976,437616000,4320000,54086400,14587200,10022400
"268",6,1977,130723200,2419200,8467200,4357440,3844800
"269",6,1978,479692800,5875200,32140800,15989760,14904000
"270",6,1979,3755116800,18748800,640224000,125170560,38880000
"271",6,1980,1106265600,2505600,304992000,36875520,11836800
"272",6,1981,154396800,3542400,11232000,5146560,3628800
"273",6,1982,7387200000,34819200,441504000,246240000,320112000
"274",6,1983,1284768000,5616000,298080000,42825600,12441600
"275",6,1984,1905379200,6998400,258336000,63512640,20390400
"276",6,1985,848620800,26352000,31881600,28287360,27648000
"277",6,1986,523324800,15379200,20476800,17444160,15984000
"278",6,1987,326160000,9158400,18921600,10872000,11664000
"279",6,1988,408844800,10195200,15984000,13628160,13564800
"280",6,1989,1548288000,10022400,98496000,51609600,51278400
"281",6,1990,1028851200,10281600,177120000,34295040,14256000
"282",6,1991,454464000,13046400,18316800,15148800,14515200
"283",6,1992,446256000,13910400,28252800,14875200,14169600
"284",6,1993,495676800,15292800,19785600,16522560,15724800
"285",6,1994,382060800,10972800,14169600,12735360,12830400
"286",6,1995,1520553600,9936000,235872000,50685120,10713600
"287",6,1996,787104000,10281600,55814400,26236800,11232000
"288",6,1997,666057600,11232000,86400000,22201920,16070400
"289",6,1998,445478400,12009600,15724800,14849280,14904000
"290",6,1999,365904000,8208000,15120000,12196800,12355200
"291",6,2000,374716800,10972800,14342400,12490560,11448000
"292",6,2001,527040000,12096000,61948800,17568000,13132800
"293",6,2002,462240000,12614400,19267200,15408000,15811200
"294",6,2003,3698352000,16934400,347328000,123278400,82857600
"295",6,2004,338688000,9504000,14774400,11289600,10670400
"296",6,2005,394588800,10281600,19526400,13152960,10929600
"297",6,2006,1928275200,8726400,251424000,64275840,9244800
"298",6,2007,366422400,10540800,16070400,12214080,12139200
"299",6,2008,297898560,7490880,12960000,9929952,9892800
"300",6,2009,1690675200,9072000,121824000,56355840,22766400
"301",6,2010,1699228800,9849600,216864000,56640960,10368000
"302",6,2011,506649600,10800000,25833600,16888320,15249600
"303",6,2012,324604800,8640000,19008000,10820160,10195200
"304",6,2013,2766700800,10800000,252288000,92223360,37065600
"305",6,2014,735696000,10540800,69638400,24523200,13003200
"306",6,2015,311817600,10022400,10972800,10393920,10195200
"307",6,2016,1187680320,6384960,187488000,39589344,19440000
"308",6,2017,3000844800,9158400,277344000,100028160,64497600
"309",6,2018,1349870400,8320320,235008000,44995680,14774400
"310",6,2019,1117791360,8458560,106272000,37259712,25099200
"311",6,2020,3247171200,10972800,346464000,108239040,102816000
"312",6,2021,616723200,9244800,54432000,20557440,10886400
"313",6,2022,525657600,9244800,160704000,17521920,9244800
