"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"898",6,2016,111684096,622944,26092800,3722803.2,1490400
"899",7,2016,90007200,358560,17884800,2903458.06451613,1382400
"900",8,2016,43229376,182304,11923200,1394496,383616
"901",9,2016,122303520,193536,87264000,4076784,349488
"902",10,2016,361637568,713664,140832000,11665728,1200960
"903",11,2016,24925536,630720,1252800,830851.2,813024
"904",12,2016,31009824,736128,2064960,1000316.90322581,889920
"905",1,2017,199107072,862272,49248000,6422808.77419355,3093120
"906",2,2017,55088640,1321920,3628800,1967451.42857143,1874880
"907",3,2017,69197760,1183680,10281600,2232185.80645161,1615680
"908",4,2017,558239040,1244160,282528000,18607968,3659040
"909",5,2017,321580800,2082240,67046400,10373574.1935484,5244480
"910",6,2017,371615040,1321920,197856000,12387168,2967840
"911",7,2017,46120320,427680,4510080,1487752.25806452,1183680
"912",8,2017,22827744,327456,3775680,736378.838709677,540000
"913",9,2017,13294368,260928,1399680,443145.6,363312
"914",10,2017,13411872,317952,976320,432641.032258065,418176
"915",11,2017,12071808,287712,833760,402393.6,369792
"916",12,2017,12336192,239328,1607040,397941.677419355,330912
"917",1,2018,67287456,251424,23155200,2170563.09677419,681696
"918",2,2018,79686720,1019520,15120000,2845954.28571429,1728000
"919",3,2018,176411520,1278720,39052800,5690694.19354839,3594240
"920",4,2018,234792000,2125440,55814400,7826400,4993920
"921",5,2018,221555520,1373760,29808000,7146952.25806452,5832000
"922",6,2018,67887072,423360,15638400,2262902.4,946080
"923",7,2018,40295232,170208,8311680,1299846.19354839,408672
"924",8,2018,57980448,287712,8812800,1870337.03225806,941760
"925",9,2018,273341952,278208,139104000,9111398.4,1468800
"926",10,2018,210882528,679104,48211200,6802662.19354839,1365120
"927",11,2018,752984640,2609280,186624000,25099488,10972800
"928",12,2018,701559360,5106240,104544000,22630947.0967742,13219200
"929",1,2019,487494720,6765120,48988800,15725636.1290323,11491200
"930",2,2019,720420480,4631040,130464000,25729302.8571429,7382880
"931",3,2019,458775360,5460480,67996800,14799205.1612903,8640000
"932",4,2019,922682880,4700160,238464000,30756096,11750400
"933",5,2019,80144640,1045440,4968000,2585310.96774194,2237760
"934",6,2019,239348736,710208,37065600,7978291.2,4816800
"935",7,2019,47437056,637632,8605440,1530227.61290323,1149120
"936",8,2019,48135168,470016,7758720,1552747.35483871,872640
"937",9,2019,16519680,324000,1252800,550656,464832
"938",10,2019,15959808,155520,2989440,514832.516129032,302400
"939",11,2019,25900128,260064,6462720,863337.6,415584
"940",12,2019,92121408,632448,23328000,2971658.32258065,1607040
"941",1,2020,327119040,1200960,95904000,10552227.0967742,4682880
"942",2,2020,596877120,5235840,116640000,20581969.6551724,10540800
"943",3,2020,188991360,2496960,49507200,6096495.48387097,3957120
"944",4,2020,168747840,2090880,45619200,5624928,2928960
"945",5,2020,398554560,2289600,1.08e+08,12856598.7096774,6082560
"946",6,2020,267243840,1468800,50889600,8908128,5136480
"947",7,2020,51565248,587520,4475520,1663395.09677419,1140480
"948",8,2020,57919104,561600,5762880,1868358.19354839,1555200
"949",9,2020,132581664,482112,34646400,4419388.8,1926720
"950",10,2020,131526720,1382400,11836800,4242797.41935484,3758400
"951",11,2020,331119360,1840320,101952000,11037312,3961440
"952",12,2020,587597760,6436800,65836800,18954766.4516129,11664000
"953",1,2021,406114560,4622400,77500800,13100469.6774194,9504000
"954",2,2021,676028160,8069760,68083200,24143862.8571429,17064000
"955",3,2021,327576960,6575040,31363200,10566998.7096774,8069760
"956",4,2021,227378880,2980800,34128000,7579296,6272640
"957",5,2021,67556160,1226880,4017600,2179230.96774194,1918080
"958",6,2021,64789632,733536,9676800,2159654.4,1438560
"959",7,2021,62242560,393984,10281600,2007824.51612903,1054080
"960",8,2021,24021792,317088,3551040,774896.516129032,547776
"961",9,2021,20634048,224640,6246720,687801.6,362016
"962",10,2021,17137440,247968,2574720,552820.64516129,407808
"963",11,2021,10402560,214272,777600,346752,326160
"964",12,2021,17750880,265248,1166400,572609.032258064,616896
"965",1,2022,195556032,654912,69465600,6308259.09677419,3507840
"966",2,2022,84654720,1157760,12700800,3023382.85714286,1702080
"967",3,2022,337867200,1399680,88992000,10898941.9354839,4294080
"968",4,2022,111291840,1589760,23328000,3709728,2397600
"969",5,2022,156193920,933120,45100800,5038513.5483871,1693440
"970",6,2022,28035936,320544,1797120,934531.2,894240
"971",7,2022,46978272,284256,6739200,1619940.4137931,1036800
"972",8,2022,13928544,197856,1451520,449307.870967742,334368
"973",9,2022,502848,502848,502848,502848,502848
