"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"566",2,1973,1153180800,7516800,485568000,41185028.5714286,13953600
"567",3,1973,1307577600,16848000,125280000,42179922.5806452,30499200
"568",4,1973,1221523200,8726400,221184000,40717440,18619200
"569",5,1973,338774400,4752000,42508800,10928206.4516129,7430400
"570",6,1973,343008000,2937600,190080000,11433600,4708800
"571",7,1973,253065600,2678400,87264000,8163406.4516129,4492800
"572",8,1973,632102400,2505600,3.24e+08,20390400,4924800
"573",9,1973,49766400,864000,2678400,1658880,1728000
"574",10,1973,23483520,544320,1123200,757532.903225806,734400
"575",11,1973,33333120,794880,1814400,1111104,1123200
"576",12,1973,564278400,1123200,257472000,18202529.0322581,7430400
"577",1,1974,940636800,6998400,87264000,30343122.5806452,23760000
"578",2,1974,695952000,11232000,88128000,24855428.5714286,19137600
"579",3,1974,511315200,7257600,73008000,16494038.7096774,11750400
"580",4,1974,374457600,5097600,41644800,12481920,9936000
"581",5,1974,493344000,4752000,61171200,15914322.5806452,9849600
"582",6,1974,121996800,1987200,11404800,4066560,3369600
"583",7,1974,47260800,786240,2937600,1524541.93548387,1555200
"584",8,1974,320976000,950400,76291200,10354064.516129,4665600
"585",9,1974,1197504000,2764800,711072000,39916800,5918400
"586",10,1974,78710400,1814400,4060800,2539045.16129032,2505600
"587",11,1974,81820800,2160000,4665600,2727360,2462400
"588",12,1974,360460800,3542400,67219200,11627767.7419355,7344000
"589",1,1975,1554595200,6134400,322272000,50148232.2580645,20390400
"590",2,1975,743385600,9936000,173664000,26549485.7142857,16718400
"591",3,1975,2390774400,7344000,607392000,77121754.8387097,26524800
"592",4,1975,347500800,5875200,27561600,11583360,9892800
"593",5,1975,306979200,4406400,41644800,9902554.83870968,6825600
"594",6,1975,111888000,1555200,12960000,3729600,2894400
"595",7,1975,2137363200,1382400,855360000,68947200,9936000
"596",8,1975,126576000,1468800,24105600,4083096.77419355,3024000
"597",9,1975,404697600,1209600,105408000,13489920,2246400
"598",10,1975,113270400,2246400,6998400,3653883.87096774,3369600
"599",11,1975,159667200,2073600,48816000,5322240,3628800
"600",12,1975,213580800,3196800,33696000,6889703.22580645,3801600
"601",1,1976,627264000,5270400,104544000,20234322.5806452,9158400
"602",2,1976,361843200,5529600,93312000,12477351.7241379,7430400
"603",3,1976,224121600,4492800,34214400,7229729.03225806,5356800
"604",4,1976,147830400,2246400,20217600,4927680,3888000
"605",5,1976,81475200,1209600,8121600,2628232.25806452,2073600
"606",6,1976,69569280,760320,8726400,2318976,1555200
"607",7,1976,24554880,172800,4147200,792092.903225806,527040
"608",8,1976,10823328,83808,1987200,349139.612903226,241920
"609",9,1976,6711552,45792,1468800,223718.4,112320
"610",10,1976,74926080,207360,21600000,2416970.32258065,673920
"611",11,1976,63754560,475200,27129600,2125152,950400
"612",12,1976,282700800,1641600,31968000,9119380.64516129,6134400
"613",1,1977,331084800,2592000,85104000,10680154.8387097,3888000
"614",2,1977,163728000,2073600,42076800,5847428.57142857,3412800
"615",3,1977,563241600,6307200,70588800,18169083.8709677,10800000
"616",4,1977,170467200,2073600,24451200,5682240,4060800
"617",5,1977,75945600,1123200,8812800,2449858.06451613,1900800
"618",6,1977,28123200,475200,1987200,937440,907200
"619",7,1977,25880256,54432,9072000,834846.967741936,224640
"620",8,1977,7839936,47520,544320,252901.161290323,276480
"621",9,1977,23061888,54432,11750400,768729.6,78624
"622",10,1977,54278208,45792,15724800,1750909.93548387,216000
"623",11,1977,128433600,578880,35251200,4281120,1987200
"624",12,1977,341625600,2851200,49680000,11020180.6451613,7257600
"625",1,1978,1676851200,4233600,3.24e+08,54091974.1935484,25401600
"626",2,1978,224467200,5702400,12355200,8016685.71428571,7603200
"627",3,1978,820627200,6134400,194400000,26471845.1612903,14601600
"628",4,1978,1237161600,4406400,585792000,41238720,6048000
"629",5,1978,1534982400,4924800,345600000,49515561.2903226,15033600
"630",6,1978,141868800,2246400,18662400,4728960,3888000
"631",7,1978,341107200,1036800,129600000,11003458.0645161,2505600
"632",8,1978,282864960,699840,43977600,9124676.12903226,2851200
"633",9,1978,73673280,561600,31104000,2455776,864000
"634",10,1978,18230400,276480,1900800,588077.419354839,362880
"635",11,1978,40271040,285120,5011200,1342368,1080000
"636",12,1978,339465600,2160000,73958400,10950503.2258065,5184000
"637",1,1979,1209340800,7171200,328320000,39010993.5483871,19180800
"638",2,1979,1619568000,7689600,439776000,57841714.2857143,10843200
"639",3,1979,9.18e+08,8553600,332640000,29612903.2258065,17539200
"640",4,1979,458438400,6825600,56246400,15281280,11577600
"641",5,1979,432172800,5011200,100224000,13941058.0645161,6912000
"642",6,1979,338342400,2937600,81475200,11278080,6091200
"643",7,1979,83980800,1123200,6825600,2709058.06451613,2073600
"644",8,1979,104673600,622080,50716800,3376567.74193548,1209600
"645",9,1979,407134080,673920,97632000,13571136,3326400
"646",10,1979,192844800,2505600,25833600,6220800,3801600
"647",11,1979,799200000,2419200,190080000,26640000,8596800
"648",12,1979,201916800,5097600,9244800,6513445.16129032,6307200
"649",1,1980,654998400,4665600,100224000,21128980.6451613,13046400
"650",2,1980,316137600,6998400,26697600,10901296.5517241,8985600
"651",3,1980,864086400,6393600,103680000,27873754.8387097,20736000
"652",4,1980,535766400,6652800,107136000,17858880,11188800
"653",5,1980,313286400,3196800,95040000,10106012.9032258,5184000
"654",6,1980,194659200,1382400,83289600,6488640,2980800
"655",7,1980,64402560,812160,3801600,2077501.93548387,1987200
"656",8,1980,21755520,311040,2592000,701790.967741936,570240
"657",9,1980,48574080,241920,27475200,1619136,375840
"658",10,1980,46120320,250560,8380800,1487752.25806452,950400
"659",11,1980,84214080,838080,13910400,2807136,1728000
"660",12,1980,66009600,1382400,5356800,2129341.93548387,1814400
"661",1,1981,53049600,950400,2851200,1711277.41935484,1641600
"662",2,1981,292896000,1382400,87264000,10460571.4285714,5184000
"663",3,1981,220147200,2505600,40435200,7101522.58064516,3715200
"664",4,1981,156038400,2073600,12096000,5201280,4406400
"665",5,1981,59961600,1036800,4579200,1934245.16129032,1555200
"666",6,1981,74943360,509760,15292800,2498112,1296000
"667",7,1981,384747840,406080,175392000,12411220.6451613,2160000
"668",8,1981,153411840,699840,32486400,4948769.03225806,1987200
"669",9,1981,95307840,406080,24364800,3176928,1166400
"670",10,1981,200093760,319680,96768000,6454637.41935484,2160000
"671",11,1981,49161600,1123200,3196800,1638720,1468800
"672",12,1981,377740800,1036800,62035200,12185187.0967742,5097600
"673",1,1982,951350400,6825600,177120000,30688722.5806452,16416000
"674",2,1982,928713600,9158400,103680000,33168342.8571429,21729600
"675",3,1982,659232000,7171200,78105600,21265548.3870968,15638400
"676",4,1982,236649600,5616000,18230400,7888320,6998400
"677",5,1982,141177600,2678400,9763200,4554116.12903226,3888000
"678",6,1982,956880000,4147200,241056000,31896000,9590400
"679",7,1982,217123200,1814400,51840000,7003974.19354839,4147200
"680",8,1982,580521600,1468800,291168000,18726503.2258065,3283200
"681",9,1982,39484800,950400,2678400,1316160,1080000
"682",10,1982,387840960,682560,158112000,12510998.7096774,1296000
"683",11,1982,153619200,3456000,11491200,5120640,4406400
"684",12,1982,685152000,4579200,157248000,22101677.4193548,8553600
"685",1,1983,444182400,5270400,43286400,14328464.516129,10195200
"686",2,1983,1041292800,6912000,172800000,37189028.5714286,24105600
"687",3,1983,1586563200,11404800,284256000,51179458.0645161,28771200
"688",4,1983,1522800000,12700800,365472000,50760000,26524800
"689",5,1983,522633600,6307200,104544000,16859148.3870968,9590400
"690",6,1983,198633600,2678400,17625600,6621120,5659200
"691",7,1983,67495680,725760,7776000,2177280,1555200
"692",8,1983,15197760,172800,1123200,490250.322580645,414720
"693",9,1983,5983200,76032,734400,199440,168480
"694",10,1983,16498080,55296,6877440,532196.129032258,152064
"695",11,1983,132489216,137376,47606400,4416307.2,958608
"696",12,1983,769608000,1909440,106272000,24826064.516129,10627200
"697",1,1984,768942720,4380480,228096000,24804603.8709677,13219200
"698",2,1984,1222292160,7413120,276480000,42148005.5172414,16761600
"699",3,1984,1595548800,13910400,360288000,51469316.1290323,24364800
"700",4,1984,1190764800,15724800,193536000,39692160,27043200
"701",5,1984,403159680,4207680,75340800,13005150.9677419,10713600
"702",6,1984,162457920,1624320,59097600,5415264,2712960
"703",7,1984,638184960,1650240,283392000,20586611.6129032,3516480
"704",8,1984,142274880,1477440,16329600,4589512.25806452,3162240
"705",9,1984,30920832,373248,2998080,1030694.4,950400
"706",10,1984,43260480,552960,11923200,1395499.35483871,786240
"707",11,1984,43234560,872640,5071680,1441152,1183680
"708",12,1984,196542720,1909440,67824000,6340087.74193548,2609280
"709",1,1985,556718400,2177280,201312000,17958658.0645161,5037120
"710",2,1985,919114560,6428160,203040000,32825520,16502400
"711",3,1985,195834240,4129920,12528000,6317233.5483871,5693760
"712",4,1985,92828160,1900800,4639680,3094272,3192480
"713",5,1985,84741120,1399680,10195200,2733584.51612903,1823040
"714",6,1985,33964704,536544,5469120,1132156.8,920160
"715",7,1985,63840960,260064,16934400,2059385.80645161,838080
"716",8,1985,319239360,343008,88992000,10298043.8709677,3421440
"717",9,1985,46622304,501984,10454400,1554076.8,843696
"718",10,1985,60644160,449280,16588800,1956263.22580645,950400
"719",11,1985,1268611200,950400,295488000,42287040,6739200
"720",12,1985,416707200,4665600,82512000,13442167.7419355,6912000
"721",1,1986,168393600,3628800,21686400,5432051.61290323,4060800
"722",2,1986,215395200,4924800,24278400,7692685.71428571,6480000
"723",3,1986,506390400,4665600,118368000,16335174.1935484,7430400
"724",4,1986,135561600,3024000,6048000,4518720,4320000
"725",5,1986,73353600,1555200,8812800,2366245.16129032,1987200
"726",6,1986,20347200,328320,1382400,678240,695520
"727",7,1986,21718368,83808,4320000,700592.516129032,336960
"728",8,1986,348719040,216000,139104000,11249001.2903226,3110400
"729",9,1986,23405760,146880,2160000,780192,557280
"730",10,1986,16255296,81216,4147200,524364.387096774,224640
"731",11,1986,67737600,1036800,10627200,2257920,1814400
"732",12,1986,499271040,743040,129600000,16105517.4193548,5097600
"733",1,1987,836611200,3974400,262656000,26987458.0645161,11577600
"734",2,1987,1023753600,6307200,162432000,36562628.5714286,16243200
"735",3,1987,1406851200,7603200,738720000,45382296.7741935,14256000
"736",4,1987,781228800,6739200,142560000,26040960,13996800
"737",5,1987,195523200,3110400,43200000,6307200,4752000
"738",6,1987,146188800,1468800,44928000,4872960,2592000
"739",7,1987,155485440,501120,83030400,5015659.35483871,1296000
"740",8,1987,14307840,172800,1555200,461543.225806452,432000
"741",9,1987,52539840,207360,19612800,1751328,367200
"742",10,1987,34032960,198720,14860800,1097837.41935484,354240
"743",11,1987,84067200,146880,17884800,2802240,950400
"744",12,1987,281145600,1468800,56073600,9069212.90322581,4320000
"745",1,1988,488419200,5875200,62726400,15755458.0645161,10022400
"746",2,1988,329616000,5097600,42508800,11366068.9655172,8208000
"747",3,1988,216259200,4579200,19612800,6976103.22580645,5788800
"748",4,1988,241920000,3369600,36028800,8064000,5184000
"749",5,1988,118368000,1728000,10108800,3818322.58064516,3369600
"750",6,1988,39562560,803520,2419200,1318752,1209600
"751",7,1988,14688000,216000,950400,473806.451612903,423360
"752",8,1988,35347104,65664,20304000,1140229.16129032,129600
"753",9,1988,37393920,241920,5702400,1246464,522720
"754",10,1988,91687680,224640,47260800,2957667.09677419,509760
"755",11,1988,351216000,1900800,106272000,11707200,4060800
"756",12,1988,110073600,2246400,8640000,3550761.29032258,3283200
"757",1,1989,191808000,3024000,22032000,6187354.83870968,4665600
"758",2,1989,1130371200,2764800,279936000,40370400,7992000
"759",3,1989,1828569600,17452800,364608000,58986116.1290323,35510400
"760",4,1989,838166400,7516800,126144000,27938880,18316800
"761",5,1989,835401600,3801600,366336000,26948438.7096774,9849600
"762",6,1989,254966400,3715200,32400000,8498880,6652800
"763",7,1989,614995200,2419200,117504000,19838554.8387097,8899200
"764",8,1989,250819200,3196800,84499200,8090941.93548387,4233600
"765",9,1989,104112000,1555200,19872000,3470400,2548800
"766",10,1989,330220800,2332800,114912000,10652283.8709677,3715200
"767",11,1989,207014400,3196800,22118400,6900480,5270400
"768",12,1989,526521600,4579200,141696000,16984567.7419355,7344000
"769",1,1990,759974400,8035200,135648000,24515303.2258065,16416000
"770",2,1990,863222400,11577600,96768000,30829371.4285714,21081600
"771",3,1990,432777600,6393600,52012800,13960567.7419355,9417600
"772",4,1990,703382400,6480000,123552000,23446080,14990400
"773",5,1990,679795200,5356800,104544000,21928877.4193548,11145600
"774",6,1990,170985600,1641600,33177600,5699520,4276800
"775",7,1990,43122240,492480,4147200,1391040,1123200
"776",8,1990,34732800,362880,6566400,1120412.90322581,613440
"777",9,1990,6233760,66528,457920,207792,194400
"778",10,1990,405306720,73440,250560000,13074410.3225806,1728000
"779",11,1990,153100800,1382400,33609600,5103360,2376000
"780",12,1990,375494400,3974400,55036800,12112722.5806452,7689600
"781",1,1991,1099180800,6652800,258336000,35457445.1612903,18489600
"782",2,1991,180662400,4492800,13219200,6452228.57142857,5443200
"783",3,1991,843523200,6048000,197856000,27210425.8064516,12009600
"784",4,1991,314236800,5270400,26611200,10474560,7776000
"785",5,1991,134611200,2505600,10972800,4342296.77419355,3801600
"786",6,1991,33333120,501120,2505600,1111104,950400
"787",7,1991,12286080,146880,1036800,396325.161290323,397440
"788",8,1991,17444160,293760,1209600,562714.838709677,483840
"789",9,1991,51822720,190080,22377600,1727424,302400
"790",10,1991,53101440,276480,10195200,1712949.67741935,751680
"791",11,1991,17107200,267840,1382400,570240,514080
"792",12,1991,84957120,570240,28252800,2740552.25806452,1123200
"793",1,1992,818380800,2764800,513216000,26399380.6451613,4492800
"794",2,1992,337651200,2246400,158112000,11643144.8275862,3628800
"795",3,1992,553305600,5529600,120960000,17848567.7419355,9590400
"796",4,1992,386812800,3628800,161568000,12893760,5227200
"797",5,1992,85190400,1468800,5443200,2748077.41935484,2678400
"798",6,1992,80956800,1123200,11923200,2698560,2160000
"799",7,1992,79401600,328320,13651200,2561341.93548387,1728000
"800",8,1992,72437760,639360,19008000,2336701.93548387,1123200
"801",9,1992,30913920,388800,2937600,1030464,734400
"802",10,1992,58173120,302400,14515200,1876552.25806452,665280
"803",11,1992,362534400,2505600,45964800,12084480,8035200
"804",12,1992,413337600,3888000,90720000,13333470.9677419,6566400
"805",1,1993,1015977600,5875200,154656000,32773470.9677419,18748800
"806",2,1993,425260800,5788800,53568000,15187885.7142857,11880000
"807",3,1993,2402006400,11232000,836352000,77484077.4193548,26438400
"808",4,1993,1471305600,6998400,293760000,49043520,23025600
"809",5,1993,169344000,3283200,12441600,5462709.67741936,4838400
"810",6,1993,76006080,794880,15120000,2533536,1641600
"811",7,1993,47552832,84672,18921600,1533962.32258065,682560
"812",8,1993,26861760,112320,1382400,866508.387096774,829440
"813",9,1993,16951680,120960,2246400,565056,410400
"814",10,1993,12515904,69120,4838400,403738.838709677,120960
"815",11,1993,172431072,82080,144288000,5747702.4,112320
"816",12,1993,255398400,1641600,36720000,8238658.06451613,4579200
"817",1,1994,453340800,3456000,44150400,14623896.7741935,11232000
"818",2,1994,584582400,5788800,88128000,20877942.8571429,10065600
"819",3,1994,1338768000,5788800,372384000,43186064.516129,11318400
"820",4,1994,405648000,4320000,104544000,13521600,7819200
"821",5,1994,91670400,1382400,6220800,2957109.67741935,2678400
"822",6,1994,22956480,259200,1555200,765216,846720
"823",7,1994,317338560,734400,75686400,10236727.7419355,1728000
"824",8,1994,166881600,475200,45792000,5383277.41935484,1987200
"825",9,1994,20347200,146880,5616000,678240,241920
"826",10,1994,15543360,129600,1987200,501398.709677419,509760
"827",11,1994,25436160,509760,3283200,847872,708480
"828",12,1994,25462080,639360,1296000,821357.419354839,786240
"829",1,1995,416266560,855360,125280000,13427953.5483871,5616000
"830",2,1995,559526400,3110400,145152000,19983085.7142857,6436800
"831",3,1995,605491200,3888000,148608000,19531974.1935484,7948800
"832",4,1995,87091200,1728000,4579200,2903040,2851200
"833",5,1995,62294400,1036800,5097600,2009496.77419355,1728000
"834",6,1995,1069718400,1814400,356832000,35657280,5011200
"835",7,1995,326764800,1900800,72921600,10540800,5097600
"836",8,1995,98271360,527040,56505600,3170043.87096774,1123200
"837",9,1995,25945920,432000,3024000,864864,673920
"838",10,1995,510520320,336960,207360000,16468397.4193548,3888000
"839",11,1995,550800000,5529600,118368000,18360000,8510400
"840",12,1995,345859200,5875200,40435200,11156748.3870968,8380800
"841",1,1996,1013212800,6393600,268704000,32684283.8709677,19180800
"842",2,1996,597456000,8985600,68515200,20601931.0344828,15811200
"843",3,1996,747360000,6393600,121824000,24108387.0967742,14774400
"844",4,1996,461462400,6393600,46656000,15382080,11361600
"845",5,1996,396489600,3801600,55814400,12789987.0967742,7430400
"846",6,1996,87955200,1209600,7430400,2931840,2635200
"847",7,1996,153601920,846720,90720000,4954900.64516129,1209600
"848",8,1996,225590400,1900800,54086400,7277109.67741936,3542400
"849",9,1996,2551046400,2246400,1883520000,85034880,6523200
"850",10,1996,219110400,3369600,32400000,7068077.41935484,4320000
"851",11,1996,253152000,3888000,27993600,8438400,6004800
"852",12,1996,665452800,8121600,94176000,21466219.3548387,12182400
"853",1,1997,598579200,7171200,67996800,19309006.4516129,12441600
"854",2,1997,761184000,8812800,227232000,27185142.8571429,14644800
"855",3,1997,692236800,9676800,80179200,22330219.3548387,15379200
"856",4,1997,945820800,5184000,310176000,31527360,7257600
"857",5,1997,275875200,3369600,30240000,8899200,5788800
"858",6,1997,188179200,1987200,32227200,6272640,4233600
"859",7,1997,44928000,864000,2332800,1449290.32258065,1382400
"860",8,1997,35812800,354240,11923200,1155251.61290323,673920
"861",9,1997,42128640,190080,15120000,1404288,756000
"862",10,1997,36996480,285120,4579200,1193434.83870968,846720
"863",11,1997,264556800,1468800,107136000,8818560,3672000
"864",12,1997,265248000,3369600,44841600,8556387.09677419,4924800
"865",1,1998,1690070400,6566400,419040000,54518400,30412800
"866",2,1998,1834012800,15984000,555552000,65500457.1428571,24062400
"867",3,1998,2540332800,11404800,1010880000,81946219.3548387,19526400
"868",4,1998,839721600,8812800,177984000,27990720,18100800
"869",5,1998,303436800,4752000,40780800,9788283.87096774,8467200
"870",6,1998,97200000,1468800,5443200,3240000,3283200
"871",7,1998,64877760,768960,22204800,2092830.96774194,1123200
"872",8,1998,21556800,267840,3196800,695380.64516129,527040
"873",9,1998,74208960,181440,40176000,2473632,514080
"874",10,1998,12381120,207360,1900800,399390.967741936,328320
"875",11,1998,13910400,146880,864000,463680,483840
"876",12,1998,169646400,259200,27475200,5472464.51612903,3542400
"877",1,1999,857606400,3196800,268704000,27664722.5806452,7516800
"878",2,1999,219801600,4060800,20044800,7850057.14285714,6048000
"879",3,1999,348278400,3628800,53308800,11234787.0967742,5702400
"880",4,1999,420681600,3283200,147744000,14022720,6609600
"881",5,1999,164160000,1641600,35596800,5295483.87096774,3456000
"882",6,1999,79695360,734400,17884800,2656512,1382400
"883",7,1999,35199360,172800,4665600,1135463.22580645,950400
"884",8,1999,15033600,112320,3974400,484954.838709677,207360
"885",9,1999,1749885120,224640,635040000,58329504,7603200
"886",10,1999,351561600,4406400,58838400,11340696.7741935,7430400
"887",11,1999,227577600,3369600,62640000,7585920,4017600
"888",12,1999,210038400,3801600,22896000,6775432.25806452,5270400
"889",1,2000,436320000,3888000,113184000,14074838.7096774,6739200
"890",2,2000,744422400,8467200,50803200,25669737.9310345,23760000
"891",3,2000,641520000,4752000,238464000,20694193.5483871,8467200
"892",4,2000,972259200,7084800,186624000,32408640,18662400
"893",5,2000,245980800,3456000,26092800,7934864.51612903,5529600
"894",6,2000,271555200,2073600,62121600,9051840,4536000
"895",7,2000,131673600,1468800,24105600,4247535.48387097,2764800
"896",8,2000,91670400,1123200,11836800,2957109.67741935,2505600
"897",9,2000,71971200,950400,8035200,2399040,1771200
"898",10,2000,26006400,665280,1382400,838916.129032258,786240
"899",11,2000,40487040,656640,5184000,1349568,950400
"900",12,2000,92473920,492480,35856000,2983029.67741935,734400
"901",1,2001,124588800,1296000,28684800,4018993.5483871,1555200
"902",2,2001,231033600,2160000,77241600,8251200,4795200
"903",3,2001,1010793600,4060800,362016000,32606245.1612903,8035200
"904",4,2001,513561600,3196800,136512000,17118720,5788800
"905",5,2001,85363200,1641600,7689600,2753651.61290323,2419200
"906",6,2001,121478400,950400,36806400,4049280,2462400
"907",7,2001,182070720,397440,92448000,5873249.03225806,950400
"908",8,2001,55339200,544320,5356800,1785135.48387097,1296000
"909",9,2001,31060800,293760,4233600,1035360,682560
"910",10,2001,11693376,216864,608256,377205.677419355,349920
"911",11,2001,8626176,219456,397440,287539.2,276480
"912",12,2001,23482656,324864,2583360,757505.032258064,646272
"913",1,2002,203958432,495936,44409600,6579304.25806452,2816640
"914",2,2002,95238720,1779840,14083200,3401382.85714286,2639520
"915",3,2002,207083520,1702080,22464000,6680113.5483871,4933440
"916",4,2002,89622720,1218240,7827840,2987424,2743200
"917",5,2002,51817536,533088,5572800,1671533.41935484,1460160
"918",6,2002,9951552,14688,2393280,331718.4,142560
"919",7,2002,4492800,19008,686016,144929.032258065,83808
"920",8,2002,9334656,23328,2937600,301117.935483871,51840
"921",9,2002,79464672,34560,50198400,2648822.4,270000
"922",10,2002,1040769216,21600,559008000,33573200.516129,5650560
"923",11,2002,564451200,4337280,95904000,18815040,9028800
"924",12,2002,962884800,3620160,158976000,31060800,18748800
"925",1,2003,336562560,4337280,75340800,10856856.7741935,5736960
"926",2,2003,867110400,8812800,127872000,30968228.5714286,17452800
"927",3,2003,1861660800,10800000,490752000,60053574.1935484,24710400
"928",4,2003,1700991360,8164800,417312000,56699712,15854400
"929",5,2003,1093115520,4752000,216864000,35261790.9677419,11059200
"930",6,2003,902629440,5987520,172800000,30087648,12873600
"931",7,2003,831461760,3611520,260064000,26821347.0967742,8812800
"932",8,2003,346896000,2073600,177984000,11190193.5483871,4216320
"933",9,2003,447387840,2609280,113184000,14912928,5944320
"934",10,2003,178269120,3576960,21600000,5750616.77419355,4561920
"935",11,2003,192983040,4026240,22118400,6432768,5283360
"936",12,2003,644302080,5443200,140832000,20783938.0645161,10195200
"937",1,2004,225434880,6246720,12960000,7272092.90322581,6981120
"938",2,2004,438920640,5624640,58665600,15135194.4827586,10195200
"939",3,2004,157265280,3749760,9158400,5073073.5483871,4674240
"940",4,2004,407229120,5235840,74822400,13574304,8255520
"941",5,2004,170156160,2635200,26265600,5488908.38709677,4086720
"942",6,2004,61395840,555552,14515200,2046528,1265760
"943",7,2004,31408992,145152,14342400,1013193.29032258,454464
"944",8,2004,537933312,638496,157248000,17352687.483871,2073600
"945",9,2004,237340800,1857600,46569600,7911360,3300480
"946",10,2004,104561280,1097280,13651200,3372944.51612903,1926720
"947",11,2004,427325760,1451520,115776000,14244192,7374240
"948",12,2004,784088640,7041600,393984000,25293181.9354839,9158400
"949",1,2005,623583360,5892480,252288000,20115592.2580645,8985600
"950",2,2005,376151040,7369920,50630400,13433965.7142857,10843200
"951",3,2005,788659200,9417600,109728000,25440619.3548387,16675200
"952",4,2005,295643520,4803840,26784000,9854784,7922880
"953",5,2005,131362560,1961280,9676800,4237501.93548387,3637440
"954",6,2005,101321280,1555200,17625600,3377376,2881440
"955",7,2005,30101760,319680,2332800,971024.516129032,768960
"956",8,2005,21461760,224640,2583360,692314.838709677,501120
"957",9,2005,1814400,17280,207360,60480,43200
"958",10,2005,2980800,8640,345600,96154.8387096774,77760
"959",11,2005,30701376,34560,17712000,1023379.2,56160
"960",12,2005,468210240,1140480,162432000,15103556.1290323,4838400
"961",1,2006,163123200,2937600,11750400,5262038.70967742,5140800
"962",2,2006,120277440,2894400,10195200,4295622.85714286,3628800
"963",3,2006,76351680,1762560,3672000,2462957.41935484,2393280
"964",4,2006,169214400,1624320,52099200,5640480,2622240
"965",5,2006,82192320,1062720,10627200,2651365.16129032,1995840
"966",6,2006,199827648,798336,41126400,6660921.6,2233440
"967",7,2006,247855680,967680,133056000,7995344.51612903,2082240
"968",8,2006,34610976,124416,18748800,1116483.09677419,360288
"969",9,2006,92261376,523584,14342400,3075379.2,1758240
"970",10,2006,135781920,565056,24105600,4380061.93548387,2082240
"971",11,2006,1113998400,1710720,378432000,37133280,11318400
"972",12,2006,330972480,3576960,77068800,10676531.6129032,5590080
"973",1,2007,553616640,5667840,104544000,17858601.2903226,9936000
"974",2,2007,308257920,4449600,58406400,11009211.4285714,6937920
"975",3,2007,498623040,5590080,88992000,16084614.1935484,8812800
"976",4,2007,524102400,4795200,142560000,17470080,7093440
"977",5,2007,99040320,1157760,6972480,3194849.03225806,3179520
"978",6,2007,51773472,550368,7836480,1725782.4,1188000
"979",7,2007,15489792,155520,1572480,499670.709677419,450144
"980",8,2007,1912032,13824,154656,61678.4516129032,45792
"981",9,2007,575424,1728,100224,19180.8,11664
"982",10,2007,22224672,0,10195200,716924.903225806,1728
"983",11,2007,3212352,13824,444960,107078.4,88992
"984",12,2007,60225120,15552,48643200,1942745.80645161,51840
"985",1,2008,60535296,539136,12528000,1952751.48387097,1235520
"986",2,2008,142853760,1218240,17366400,4925991.72413793,3568320
"987",3,2008,468771840,2013120,160704000,15121672.2580645,5607360
"988",4,2008,680728320,3386880,127008000,22690944,8078400
"989",5,2008,114194880,1918080,12182400,3683705.80645161,3240000
"990",6,2008,25691904,167616,1978560,856396.8,722304
"991",7,2008,11690784,30240,1019520,377122.064516129,330912
"992",8,2008,88666272,24192,62294400,2860202.32258065,82080
"993",9,2008,986891040,432000,653184000,32896368,3983040
"994",10,2008,56452032,845856,6644160,1821033.29032258,1296000
"995",11,2008,75589632,780192,18230400,2519654.4,1533600
"996",12,2008,534470400,2704320,160704000,17240980.6451613,8605440
"997",1,2009,492281280,3775680,127872000,15880041.2903226,5512320
"998",2,2009,125444160,3360960,7214400,4480148.57142857,4151520
"999",3,2009,1018949760,5996160,133056000,32869347.0967742,18662400
"1000",4,2009,369584640,4207680,46656000,12319488,9763200
"1001",5,2009,147864960,2004480,22636800,4769837.41935484,3775680
"1002",6,2009,541624320,1779840,83289600,18054144,6782400
"1003",7,2009,39748320,412128,4536000,1282203.87096774,1028160
"1004",8,2009,45820512,158976,16675200,1478081.03225806,730080
"1005",9,2009,1593216,2592,313632,53107.2,10368
"1006",10,2009,13392000,94176,3715200,432000,162432
"1007",11,2009,934842816,445824,203040000,31161427.2,11361600
"1008",12,2009,1451710080,6756480,206496000,46829357.4193548,25833600
"1009",1,2010,745623360,5676480,221184000,24052366.4516129,12873600
"1010",2,2010,1039996800,9331200,381888000,37142742.8571429,15552000
"1011",3,2010,439378560,6194880,97632000,14173501.9354839,8138880
"1012",4,2010,161101440,2738880,13651200,5370048,4428000
"1013",5,2010,426608640,1270080,166752000,13761569.0322581,2626560
"1014",6,2010,117495360,993600,19267200,3916512,2738880
"1015",7,2010,92955168,440640,53136000,2998553.80645161,1045440
"1016",8,2010,29458944,349920,5477760,950288.516129032,668736
"1017",9,2010,63507456,23328,60048000,2116915.2,69120
"1018",10,2010,56456352,234144,22982400,1821172.64516129,470016
"1019",11,2010,26955936,469152,1615680,898531.2,876960
"1020",12,2010,58121280,1045440,4034880,1874880,1658880
"1021",1,2011,54622080,1062720,3654720,1762002.58064516,1494720
"1022",2,2011,80308800,1486080,14428800,2868171.42857143,1944000
"1023",3,2011,442143360,3490560,58752000,14262689.0322581,8899200
"1024",4,2011,212181120,2669760,24278400,7072704,4916160
"1025",5,2011,230662080,2047680,41990400,7440712.25806452,4311360
"1026",6,2011,38073024,314496,4829760,1269100.8,902880
"1027",7,2011,49007808,123552,15465600,1580897.03225806,554688
"1028",8,2011,8433504,22464,1987200,272048.516129032,188352
"1029",9,2011,68228352,13824,47260800,2274278.4,142560
